Stock name,Symbol,Link,Scrap_Link
20 Microns Limited,20MICRONS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:20MICRONS""",https://in.tradingview.com/symbols/NSE-20MICRONS/news/
Twenty First Century Management Services Ltd,21STCENMGM,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:21STCENMGM""",https://in.tradingview.com/symbols/NSE-21STCENMGM/news/
360 ONE WAM Ltd,360ONE,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:360ONE""",https://in.tradingview.com/symbols/NSE-360ONE/news/
3i Infotech Ltd,3IINFOLTD,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:3IINFOLTD""",https://in.tradingview.com/symbols/NSE-3IINFOLTD/news/
3m India Limited,3MINDIA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:3MINDIA""",https://in.tradingview.com/symbols/NSE-3MINDIA/news/
3P Land Holdings Ltd,3PLAND,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:3PLAND""",https://in.tradingview.com/symbols/NSE-3PLAND/news/
5Paisa Capital Ltd,5PAISA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:5PAISA""",https://in.tradingview.com/symbols/NSE-5PAISA/news/
63 Moons Technologies,63MOONS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:63MOONS""",https://in.tradingview.com/symbols/NSE-63MOONS/news/
A2z Infra Engineering Limited,A2ZINFRA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:A2ZINFRA""",https://in.tradingview.com/symbols/NSE-A2ZINFRA/news/
AAA Technologies Ltd,AAATECH,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AAATECH""",https://in.tradingview.com/symbols/NSE-AAATECH/news/
Aadhar Housing Finance Ltd,AADHARHFC,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AADHARHFC""",https://in.tradingview.com/symbols/NSE-AADHARHFC/news/
Aakash Exploration Services Ltd,AAKASH,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AAKASH""",https://in.tradingview.com/symbols/NSE-AAKASH/news/
Aarey Drugs & Pharmaceuticals Ltd,AAREYDRUGS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AAREYDRUGS""",https://in.tradingview.com/symbols/NSE-AAREYDRUGS/news/
Aaron Industries Ltd,AARON,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AARON""",https://in.tradingview.com/symbols/NSE-AARON/news/
Aartech Solonics Ltd,AARTECH,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AARTECH""",https://in.tradingview.com/symbols/NSE-AARTECH/news/
Aarti Drugs Limited,AARTIDRUGS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AARTIDRUGS""",https://in.tradingview.com/symbols/NSE-AARTIDRUGS/news/
Aarti Industries Limited,AARTIIND,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AARTIIND""",https://in.tradingview.com/symbols/NSE-AARTIIND/news/
Aarti Pharmalabs Ltd,AARTIPHARM,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AARTIPHARM""",https://in.tradingview.com/symbols/NSE-AARTIPHARM/news/
Aarti Surfactants Ltd,AARTISURF,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AARTISURF""",https://in.tradingview.com/symbols/NSE-AARTISURF/news/
Aarvee Denims & Exports Limited,AARVEEDEN,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AARVEEDEN""",https://in.tradingview.com/symbols/NSE-AARVEEDEN/news/
Aarvi Encon Ltd,AARVI,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AARVI""",https://in.tradingview.com/symbols/NSE-AARVI/news/
AAVAS Financiers Ltd,AAVAS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AAVAS""",https://in.tradingview.com/symbols/NSE-AAVAS/news/
Aban Offshore Limited,ABAN,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABAN""",https://in.tradingview.com/symbols/NSE-ABAN/news/
Abb India Limited,ABB,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABB""",https://in.tradingview.com/symbols/NSE-ABB/news/
Abbott India Limited,ABBOTINDIA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABBOTINDIA""",https://in.tradingview.com/symbols/NSE-ABBOTINDIA/news/
Aditya Birla Capital Ltd,ABCAPITAL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABCAPITAL""",https://in.tradingview.com/symbols/NSE-ABCAPITAL/news/
Allied Blenders & Distillers Ltd,ABDL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABDL""",https://in.tradingview.com/symbols/NSE-ABDL/news/
Aditya Birla Fashion And Retail Limited,ABFRL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABFRL""",https://in.tradingview.com/symbols/NSE-ABFRL/news/
A B Infrabuild Ltd,ABINFRA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABINFRA""",https://in.tradingview.com/symbols/NSE-ABINFRA/news/
A B M International Ltd,ABMINTLLTD,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABMINTLLTD""",https://in.tradingview.com/symbols/NSE-ABMINTLLTD/news/
Aditya Birla Real Estate Ltd,ABREL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABREL""",https://in.tradingview.com/symbols/NSE-ABREL/news/
Aditya Birla Sun Life AMC Ltd,ABSLAMC,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABSLAMC""",https://in.tradingview.com/symbols/NSE-ABSLAMC/news/
Aditya Birla Sun Life Banking ETF,ABSLBANETF,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABSLBANETF""",https://in.tradingview.com/symbols/NSE-ABSLBANETF/news/
Aditya Birla SL Crisil Overnight Fund AI Index ETF,ABSLLIQUID,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABSLLIQUID""",https://in.tradingview.com/symbols/NSE-ABSLLIQUID/news/
Aditya Birla Sun Life Nifty Next 50 ETF,ABSLNN50ET,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABSLNN50ET""",https://in.tradingview.com/symbols/NSE-ABSLNN50ET/news/
Aditya Birla Sun Life Nifty PSE ETF,ABSLPSE,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ABSLPSE""",https://in.tradingview.com/symbols/NSE-ABSLPSE/news/
Acc Limited,ACC,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ACC""",https://in.tradingview.com/symbols/NSE-ACC/news/
Accelya Kale Solutions Limited,ACCELYA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ACCELYA""",https://in.tradingview.com/symbols/NSE-ACCELYA/news/
Accuracy Shipping Ltd,ACCURACY,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ACCURACY""",https://in.tradingview.com/symbols/NSE-ACCURACY/news/
Action Construction Equipment Limited,ACE,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ACE""",https://in.tradingview.com/symbols/NSE-ACE/news/
Ace Integrated Solutions Ltd,ACEINTEG,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ACEINTEG""",https://in.tradingview.com/symbols/NSE-ACEINTEG/news/
Archean Chemical Industries Ltd,ACI,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ACI""",https://in.tradingview.com/symbols/NSE-ACI/news/
Andhra Cements Ltd,ACL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ACL""",https://in.tradingview.com/symbols/NSE-ACL/news/
Allcargo Gati Ltd,ACLGATI,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ACLGATI""",https://in.tradingview.com/symbols/NSE-ACLGATI/news/
ACME Solar Holdings Ltd,ACMESOLAR,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ACMESOLAR""",https://in.tradingview.com/symbols/NSE-ACMESOLAR/news/
Adani Energy Solutions Ltd,ADANIENSOL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ADANIENSOL""",https://in.tradingview.com/symbols/NSE-ADANIENSOL/news/
Adani Enterprises Limited,ADANIENT,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ADANIENT""",https://in.tradingview.com/symbols/NSE-ADANIENT/news/
Adani Green Energy Ltd,ADANIGREEN,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ADANIGREEN""",https://in.tradingview.com/symbols/NSE-ADANIGREEN/news/
Adani Ports And Special Economic Zone Limited,ADANIPORTS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ADANIPORTS""",https://in.tradingview.com/symbols/NSE-ADANIPORTS/news/
Adani Power Limited,ADANIPOWER,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ADANIPOWER""",https://in.tradingview.com/symbols/NSE-ADANIPOWER/news/
Adf Foods Limited,ADFFOODS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ADFFOODS""",https://in.tradingview.com/symbols/NSE-ADFFOODS/news/
Archidply Decor Ltd,ADL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ADL""",https://in.tradingview.com/symbols/NSE-ADL/news/
Ador Welding Limited,ADORWELD,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ADORWELD""",https://in.tradingview.com/symbols/NSE-ADORWELD/news/
Adroit Infotech Ltd,ADROITINFO,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ADROITINFO""",https://in.tradingview.com/symbols/NSE-ADROITINFO/news/
Allied Digital Services Limited,ADSL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ADSL""",https://in.tradingview.com/symbols/NSE-ADSL/news/
Advani Hotels & Resorts (india) Limited,ADVANIHOTR,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ADVANIHOTR""",https://in.tradingview.com/symbols/NSE-ADVANIHOTR/news/
Advanced Enzyme Technologies Limited,ADVENZYMES,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ADVENZYMES""",https://in.tradingview.com/symbols/NSE-ADVENZYMES/news/
Aegis Logistics Ltd,AEGISLOG,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AEGISLOG""",https://in.tradingview.com/symbols/NSE-AEGISLOG/news/
Aeroflex Industries Ltd,AEROFLEX,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AEROFLEX""",https://in.tradingview.com/symbols/NSE-AEROFLEX/news/
Aether Industries Ltd,AETHER,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AETHER""",https://in.tradingview.com/symbols/NSE-AETHER/news/
Afcons Infrastructure Ltd,AFCONS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AFCONS""",https://in.tradingview.com/symbols/NSE-AFCONS/news/
Affle India Ltd,AFFLE,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AFFLE""",https://in.tradingview.com/symbols/NSE-AFFLE/news/
Affordable Robotic & Automation Ltd,AFFORDABLE,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AFFORDABLE""",https://in.tradingview.com/symbols/NSE-AFFORDABLE/news/
Akme Fintrade (India) Ltd,AFIL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AFIL""",https://in.tradingview.com/symbols/NSE-AFIL/news/
Agarwal Industrial Corporation Limited,AGARIND,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AGARIND""",https://in.tradingview.com/symbols/NSE-AGARIND/news/
Dr Agarwals Health Care Ltd,AGARWALEYE,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AGARWALEYE""",https://in.tradingview.com/symbols/NSE-AGARWALEYE/news/
AGI Greenpac Ltd,AGI,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AGI""",https://in.tradingview.com/symbols/NSE-AGI/news/
AGI Infra Ltd,AGIIL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AGIIL""",https://in.tradingview.com/symbols/NSE-AGIIL/news/
Agri-tech (india) Limited,AGRITECH,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AGRITECH""",https://in.tradingview.com/symbols/NSE-AGRITECH/news/
Agro Phos India Ltd,AGROPHOS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AGROPHOS""",https://in.tradingview.com/symbols/NSE-AGROPHOS/news/
AGS Transact Technologies Ltd,AGSTRA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AGSTRA""",https://in.tradingview.com/symbols/NSE-AGSTRA/news/
Ahlada Engineers Ltd,AHLADA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AHLADA""",https://in.tradingview.com/symbols/NSE-AHLADA/news/
Asian Hotels (east) Limited,AHLEAST,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AHLEAST""",https://in.tradingview.com/symbols/NSE-AHLEAST/news/
Ahluwalia Contracts (india) Limited,AHLUCONT,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AHLUCONT""",https://in.tradingview.com/symbols/NSE-AHLUCONT/news/
Aia Engineering Limited,AIAENG,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AIAENG""",https://in.tradingview.com/symbols/NSE-AIAENG/news/
Authum Investment & Infrastructure Ltd,AIIL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AIIL""",https://in.tradingview.com/symbols/NSE-AIIL/news/
Airan Ltd,AIRAN,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AIRAN""",https://in.tradingview.com/symbols/NSE-AIRAN/news/
Airo Lam Ltd,AIROLAM,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AIROLAM""",https://in.tradingview.com/symbols/NSE-AIROLAM/news/
Ajanta Pharma Limited,AJANTPHARM,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AJANTPHARM""",https://in.tradingview.com/symbols/NSE-AJANTPHARM/news/
Ajax Engineering Ltd,AJAXENGG,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AJAXENGG""",https://in.tradingview.com/symbols/NSE-AJAXENGG/news/
Ajmera Realty & Infra India Limited,AJMERA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AJMERA""",https://in.tradingview.com/symbols/NSE-AJMERA/news/
Ajooni Biotech Ltd,AJOONI,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AJOONI""",https://in.tradingview.com/symbols/NSE-AJOONI/news/
Akash Infraprojects Ltd,AKASH,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AKASH""",https://in.tradingview.com/symbols/NSE-AKASH/news/
AKG Exim Ltd,AKG,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AKG""",https://in.tradingview.com/symbols/NSE-AKG/news/
AKI India Ltd,AKI,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AKI""",https://in.tradingview.com/symbols/NSE-AKI/news/
Akshar Spintex Ltd,AKSHAR,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AKSHAR""",https://in.tradingview.com/symbols/NSE-AKSHAR/news/
AksharChem (India) Ltd,AKSHARCHEM,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AKSHARCHEM""",https://in.tradingview.com/symbols/NSE-AKSHARCHEM/news/
Aksh Optifibre Limited,AKSHOPTFBR,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AKSHOPTFBR""",https://in.tradingview.com/symbols/NSE-AKSHOPTFBR/news/
Akums Drugs & Pharmaceuticals Ltd,AKUMS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AKUMS""",https://in.tradingview.com/symbols/NSE-AKUMS/news/
Akzo Nobel India Limited,AKZOINDIA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AKZOINDIA""",https://in.tradingview.com/symbols/NSE-AKZOINDIA/news/
Alankit Limited,ALANKIT,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALANKIT""",https://in.tradingview.com/symbols/NSE-ALANKIT/news/
Albert David Limited,ALBERTDAVD,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALBERTDAVD""",https://in.tradingview.com/symbols/NSE-ALBERTDAVD/news/
Alembic Limited,ALEMBICLTD,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALEMBICLTD""",https://in.tradingview.com/symbols/NSE-ALEMBICLTD/news/
Alicon Castalloy Limited,ALICON,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALICON""",https://in.tradingview.com/symbols/NSE-ALICON/news/
Alivus Life Sciences Ltd,ALIVUS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALIVUS""",https://in.tradingview.com/symbols/NSE-ALIVUS/news/
Alkali Metals Limited,ALKALI,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALKALI""",https://in.tradingview.com/symbols/NSE-ALKALI/news/
Alkem Laboratories Limited,ALKEM,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALKEM""",https://in.tradingview.com/symbols/NSE-ALKEM/news/
Alkyl Amines Chemicals Limited,ALKYLAMINE,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALKYLAMINE""",https://in.tradingview.com/symbols/NSE-ALKYLAMINE/news/
Allcargo Logistics Limited,ALLCARGO,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALLCARGO""",https://in.tradingview.com/symbols/NSE-ALLCARGO/news/
Alldigi Tech Ltd,ALLDIGI,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALLDIGI""",https://in.tradingview.com/symbols/NSE-ALLDIGI/news/
Almondz Global Securities Limited,ALMONDZ,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALMONDZ""",https://in.tradingview.com/symbols/NSE-ALMONDZ/news/
Alok Industries Ltd,ALOKINDS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALOKINDS""",https://in.tradingview.com/symbols/NSE-ALOKINDS/news/
Alpa Laboratories Limited,ALPA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALPA""",https://in.tradingview.com/symbols/NSE-ALPA/news/
Kotak Nifty Alpha 50 ETF,ALPHA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALPHA""",https://in.tradingview.com/symbols/NSE-ALPHA/news/
Mirae Asset Nifty 200 Alpha 30 ETF,ALPHAETF,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALPHAETF""",https://in.tradingview.com/symbols/NSE-ALPHAETF/news/
Alphageo (india) Limited,ALPHAGEO,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALPHAGEO""",https://in.tradingview.com/symbols/NSE-ALPHAGEO/news/
ICICI Prudential Nifty Alpha Low Volatility 30 ETF,ALPL30IETF,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALPL30IETF""",https://in.tradingview.com/symbols/NSE-ALPL30IETF/news/
Alps Industries Limited,ALPSINDUS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ALPSINDUS""",https://in.tradingview.com/symbols/NSE-ALPSINDUS/news/
Amber Enterprises India Ltd,AMBER,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AMBER""",https://in.tradingview.com/symbols/NSE-AMBER/news/
Ambica Agarbathies Aroma & Industries Ltd,AMBICAAGAR,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AMBICAAGAR""",https://in.tradingview.com/symbols/NSE-AMBICAAGAR/news/
Ambika Cotton Mills Limited,AMBIKCO,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AMBIKCO""",https://in.tradingview.com/symbols/NSE-AMBIKCO/news/
Ambuja Cements Limited,AMBUJACEM,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AMBUJACEM""",https://in.tradingview.com/symbols/NSE-AMBUJACEM/news/
Amd Industries Limited,AMDIND,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AMDIND""",https://in.tradingview.com/symbols/NSE-AMDIND/news/
Ami Organics Ltd,AMIORG,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AMIORG""",https://in.tradingview.com/symbols/NSE-AMIORG/news/
AMJ Land Holdings Ltd,AMJLAND,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AMJLAND""",https://in.tradingview.com/symbols/NSE-AMJLAND/news/
Amines & Plasticizers Ltd,AMNPLST,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AMNPLST""",https://in.tradingview.com/symbols/NSE-AMNPLST/news/
Amrutanjan Health Care Limited,AMRUTANJAN,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AMRUTANJAN""",https://in.tradingview.com/symbols/NSE-AMRUTANJAN/news/
Anand Rathi Wealth Ltd,ANANDRATHI,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ANANDRATHI""",https://in.tradingview.com/symbols/NSE-ANANDRATHI/news/
Anant Raj Limited,ANANTRAJ,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ANANTRAJ""",https://in.tradingview.com/symbols/NSE-ANANTRAJ/news/
Andhra Paper Ltd,ANDHRAPAP,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ANDHRAPAP""",https://in.tradingview.com/symbols/NSE-ANDHRAPAP/news/
The Andhra Sugars Limited,ANDHRSUGAR,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ANDHRSUGAR""",https://in.tradingview.com/symbols/NSE-ANDHRSUGAR/news/
Angel One Ltd,ANGELONE,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ANGELONE""",https://in.tradingview.com/symbols/NSE-ANGELONE/news/
Anik Industries Limited,ANIKINDS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ANIKINDS""",https://in.tradingview.com/symbols/NSE-ANIKINDS/news/
Anmol India Ltd,ANMOL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ANMOL""",https://in.tradingview.com/symbols/NSE-ANMOL/news/
Ansal Properties & Infrastructure Limited,ANSALAPI,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ANSALAPI""",https://in.tradingview.com/symbols/NSE-ANSALAPI/news/
Antarctica Limited,ANTGRAPHIC,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ANTGRAPHIC""",https://in.tradingview.com/symbols/NSE-ANTGRAPHIC/news/
Anuh Pharma Ltd,ANUHPHR,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ANUHPHR""",https://in.tradingview.com/symbols/NSE-ANUHPHR/news/
The Anup Engineering Ltd,ANUP,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ANUP""",https://in.tradingview.com/symbols/NSE-ANUP/news/
Anupam Rasayan India Ltd,ANURAS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ANURAS""",https://in.tradingview.com/symbols/NSE-ANURAS/news/
Angel One Nifty Total Market ETF,AONETOTAL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AONETOTAL""",https://in.tradingview.com/symbols/NSE-AONETOTAL/news/
Apar Industries Limited,APARINDS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:APARINDS""",https://in.tradingview.com/symbols/NSE-APARINDS/news/
Anjani Portland Cement Ltd.-$,APCL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:APCL""",https://in.tradingview.com/symbols/NSE-APCL/news/
Apcotex Industries Limited,APCOTEXIND,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:APCOTEXIND""",https://in.tradingview.com/symbols/NSE-APCOTEXIND/news/
Apex Frozen Foods,APEX,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:APEX""",https://in.tradingview.com/symbols/NSE-APEX/news/
Apl Apollo Tubes Limited,APLAPOLLO,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:APLAPOLLO""",https://in.tradingview.com/symbols/NSE-APLAPOLLO/news/
Alembic Pharmaceuticals Limited,APLLTD,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:APLLTD""",https://in.tradingview.com/symbols/NSE-APLLTD/news/
Apollo Micro Systems Ltd,APOLLO,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:APOLLO""",https://in.tradingview.com/symbols/NSE-APOLLO/news/
Apollo Hospitals Enterprise Limited,APOLLOHOSP,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:APOLLOHOSP""",https://in.tradingview.com/symbols/NSE-APOLLOHOSP/news/
Apollo Pipes Ltd,APOLLOPIPE,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:APOLLOPIPE""",https://in.tradingview.com/symbols/NSE-APOLLOPIPE/news/
Apollo Tyres Limited,APOLLOTYRE,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:APOLLOTYRE""",https://in.tradingview.com/symbols/NSE-APOLLOTYRE/news/
Apollo Sindoori Hotels Limited,APOLSINHOT,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:APOLSINHOT""",https://in.tradingview.com/symbols/NSE-APOLSINHOT/news/
Aptech Limited,APTECHT,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:APTECHT""",https://in.tradingview.com/symbols/NSE-APTECHT/news/
Aptus Value Housing Finance India Ltd,APTUS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:APTUS""",https://in.tradingview.com/symbols/NSE-APTUS/news/
Archidply Industries Limited,ARCHIDPLY,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ARCHIDPLY""",https://in.tradingview.com/symbols/NSE-ARCHIDPLY/news/
Archies Limited,ARCHIES,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ARCHIES""",https://in.tradingview.com/symbols/NSE-ARCHIES/news/
Amara Raja Energy & Mobility Ltd,ARE&M,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ARE&M""",https://in.tradingview.com/symbols/NSE-ARE&M/news/
Rajdarshan Industries Ltd,ARENTERP,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ARENTERP""",https://in.tradingview.com/symbols/NSE-ARENTERP/news/
Aries Agro Limited,ARIES,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ARIES""",https://in.tradingview.com/symbols/NSE-ARIES/news/
Arihant Capital Markets Ltd,ARIHANTCAP,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ARIHANTCAP""",https://in.tradingview.com/symbols/NSE-ARIHANTCAP/news/
Arihant Superstructures Ltd,ARIHANTSUP,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ARIHANTSUP""",https://in.tradingview.com/symbols/NSE-ARIHANTSUP/news/
